composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.236149,56.640774,0.017655,0.449219,0.000000,0.449219,0.000669,0.668800
2,2,7.231070,56.400679,0.017730,0.449219,0.063477,0.512695,0.000668,0.668000
3,2,7.223071,43.825907,0.022818,1.230469,0.798669,2.029138,0.000519,0.440400
4,2,7.225927,54.923536,0.018207,0.449219,0.384098,0.833316,0.000651,0.651200
5,2,7.205767,48.277986,0.020713,2.539062,2.134984,4.674047,0.000572,0.611200
6,3,7.225601,54.169778,0.018460,0.449219,0.459703,0.908922,0.000642,0.650400
7,3,7.220762,43.816862,0.022822,1.230469,0.862431,2.092900,0.000521,0.439600
8,3,7.219622,43.812358,0.022825,3.320312,2.937535,6.257848,0.000518,0.425600
9,3,7.204260,48.272081,0.020716,2.539062,2.199618,4.738680,0.000573,0.608800
10,3,7.203169,48.233217,0.020733,2.539062,2.530367,5.069430,0.000572,0.592200
11,3,7.218623,43.808495,0.022827,1.230469,1.182847,2.413316,0.000521,0.422800
12,4,7.202863,47.514132,0.021046,2.539062,2.595004,5.134066,0.000563,0.592200
13,4,7.201014,43.054802,0.023226,1.230469,1.244984,2.475453,0.000511,0.421200
14,4,7.218175,43.806716,0.022828,3.320312,3.002400,6.322712,0.000521,0.426400
15,4,7.208933,43.786110,0.022838,3.320312,3.320072,6.640384,0.000520,0.408800
16,5,7.199482,43.048783,0.023229,3.320312,3.377241,6.697554,0.000511,0.408000
